Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20240119|A|328229|11|459885|B,Q,N
20240119|AA|837244|4789|2473396|B,Q,N
20240119|AAA|2409|0|2591|Q
20240119|AAAU|555106|50|1156467|Q,N
20240119|AACG|163|46|1135|Q,N
20240119|AADI|42834|0|112677|Q,N
20240119|AADR|1|0|294|Q
20240119|AAGR|4402|420|23285|B,Q
20240119|AAL|9689325|27291|18623470|B,Q,N
20240119|AAMC|5810|100|17015|Q,N
20240119|AAME|1087|0|5118|Q
20240119|AAN|10553|4|31650|Q,N
20240119|AAOI|328526|4239|1363869|B,Q,N
20240119|AAON|69654|0|98632|B,Q,N
20240119|AAP|210561|85|388254|B,Q,N
20240119|AAPB|13677|0|23210|Q,N
20240119|AAPD|52174|186|151931|Q,N
20240119|AAPL|9990389|85682|22829482|B,Q,N
20240119|AAPU|19954|106|58405|B,Q,N
20240119|AAPX|119|0|262|Q
20240119|AAPY|349|0|688|Q,N
20240119|AAT|32710|14|122819|B,Q,N
20240119|AAU|20840|141|52210|Q,N
20240119|AAXJ|50431|100|152680|Q,N
20240119|AB|46617|1890|136193|Q,N
20240119|ABAT|174062|39125|373763|B,Q,N
20240119|ABBV|881058|5763|1744894|B,Q,N
20240119|ABCB|45050|0|61269|B,Q
20240119|ABCL|262991|10067|443669|Q,N
20240119|ABCS|273|0|273|Q
20240119|ABEO|11585|0|28951|Q
20240119|ABEQ|1671|0|9917|Q,N
20240119|ABEV|1859246|16907|2876433|B,Q,N
20240119|ABG|17587|0|26652|Q,N
20240119|ABIO|13212|0|19422|B,Q,N
20240119|ABL|13383|30|20381|Q,N
20240119|ABLLL|140|0|646|Q
20240119|ABLLW|15220|0|63783|Q
20240119|ABLV|18766|688|54860|Q,N
20240119|ABM|36950|0|52541|Q,N
20240119|ABNB|1080369|2427|1475732|B,Q,N
20240119|ABOS|50286|1445|132713|B,Q,N
20240119|ABR|775964|3210|1130013|B,Q,N
20240119|ABRpD|995|57|5390|Q
20240119|ABRpE|885|0|1233|Q
20240119|ABRpF|3901|0|7380|Q
20240119|ABSI|275310|15918|729942|B,Q,N
20240119|ABT|941826|12844|1848173|B,Q,N
20240119|ABTS|5099|30|22184|Q,N
20240119|ABUS|75615|12|448564|Q,N
20240119|ABVC|38831|7|105986|Q,N
20240119|ABVX|26799|0|77086|Q,N
20240119|AC|529|0|5489|Q
20240119|ACA|40115|59|60758|B,Q,N
20240119|ACAD|351235|4|582597|B,Q,N
20240119|ACAH|300|0|2676|Q
20240119|ACB|2283441|43489|3429060|Q,N
20240119|ACCD|62755|4|176754|Q,N
20240119|ACCO|37387|0|73047|Q,N
20240119|ACDC|77562|330|162419|B,Q,N
20240119|ACEL|14766|0|47362|Q,N
20240119|ACES|24934|16|100426|Q,N
20240119|ACET|47150|1480|97591|Q,N
20240119|ACGL|326954|323|511948|B,Q,N
20240119|ACGLN|7155|0|18955|Q
20240119|ACGLO|6301|0|11471|B,Q,N
20240119|ACHC|78078|10|97404|Q,N
20240119|ACHL|6076|121|21766|Q,N
20240119|ACHR|830425|28305|1254716|B,Q,N
20240119|ACHR/WS|3421|0|4521|Q
20240119|ACHV|9903|39|20116|Q,N
20240119|ACI|214196|690|620639|Q,N
20240119|ACIC|94101|111|196429|B,Q,N
20240119|ACIO|42446|0|66223|Q
20240119|ACIU|8214|0|21983|Q,N
20240119|ACIW|40400|64|74998|B,Q,N
20240119|ACLS|160973|2047|249697|B,Q,N
20240119|ACLX|79091|0|97242|B,Q,N
20240119|ACM|46512|103|144881|B,Q,N
20240119|ACMR|178274|726|409346|B,Q,N
20240119|ACN|401107|688|741417|B,Q,N
20240119|ACNB|3405|0|4678|Q,N
20240119|ACNT|412|0|2166|Q
20240119|ACON|20226|328|70434|Q,N
20240119|ACOR|166|0|4372|Q
20240119|ACP|164914|0|278017|B,Q,N
20240119|ACPpA|160|0|832|Q
20240119|ACR|1627|0|9258|Q
20240119|ACRE|83599|92|142581|B,Q,N
20240119|ACRpC|4781|0|6209|Q,N
20240119|ACRpD|1036|0|1788|Q
20240119|ACRS|477662|2109|736188|B,Q,N
20240119|ACRV|2449|0|3367|Q,N
20240119|ACSI|2|0|3|Q
20240119|ACST|2673|297|3525|Q,N
20240119|ACT|21565|0|182058|Q,N
20240119|ACTG|21697|0|64048|Q
20240119|ACTV|1801|0|3371|Q
20240119|ACU|5932|321|19410|B,Q,N
20240119|ACV|4423|0|23188|Q
20240119|ACVA|104764|0|243757|Q,N
20240119|ACVF|8354|6|8623|Q,N
20240119|ACWI|260314|6793|712673|B,Q,N
20240119|ACWV|20628|0|133877|Q
20240119|ACWX|288904|0|763040|Q
20240119|ACXP|102609|10829|167668|Q,N
20240119|ADAG|62535|3926|149620|B,Q,N
20240119|ADAP|174935|1014|510853|Q,N
20240119|ADBE|577071|1090|1205121|B,Q,N
20240119|ADC|142435|1279|210023|B,Q,N
20240119|ADCpA|274|49|1810|Q
20240119|ADCT|160507|740|363099|Q,N
20240119|ADD|29927|136|71206|Q,N
20240119|ADEA|35549|0|69475|Q,N
20240119|ADES|64048|1811|213747|Q,N
20240119|ADFI|2881|0|25129|Q
20240119|ADI|728701|1599|1214087|B,Q,N
20240119|ADIL|725|3|4454|Q,N
20240119|ADIV|1|0|3|Q
20240119|ADM|376709|1156|1048331|B,Q,N
20240119|ADMA|279551|6915|662584|Q,N
20240119|ADME|100|0|6787|Q
20240119|ADN|66748|0|353041|Q,N
20240119|ADNT|103752|9|191329|Q,N
20240119|ADNWW|205|0|9405|Q
20240119|ADP|174907|454|389689|B,Q,N
20240119|ADPT|167286|0|400556|Q,N
20240119|ADRT|61|0|114|Q
20240119|ADSE|1352|0|8552|Q
20240119|ADSK|236814|41|370495|B,Q,N
20240119|ADT|213930|964|375705|Q,N
20240119|ADTH|36611|492|87448|B,Q,N
20240119|ADTHW|1000|0|2000|Q
20240119|ADTN|44708|0|83957|Q,N
20240119|ADTX|32176|4412|68176|B,Q,N
20240119|ADUS|9825|49|14345|Q,N
20240119|ADV|43178|584|100849|Q,N
20240119|ADVM|67873|0|191988|Q,N
20240119|ADX|46575|57|101936|Q
20240119|ADXN|324|0|1651|Q,N
20240119|AE|3196|0|4840|Q,N
20240119|AEE|327443|20|752904|Q,N
20240119|AEF|25950|0|75390|Q
20240119|AEFC|2668|0|5779|Q
20240119|AEG|304766|134|1176464|Q,N
20240119|AEHL|10805|3856|19474|B,Q,N
20240119|AEHR|401999|2646|1450234|B,Q,N
20240119|AEI|4002|864|16766|Q,N
20240119|AEIS|47448|157|142179|Q,N
20240119|AEL|45156|0|98886|Q,N
20240119|AELpA|5922|0|23860|Q,N
20240119|AELpB|2712|176|4990|B,Q
20240119|AEM|364243|5337|643469|B,Q,N
20240119|AEMB|38|0|64|Q
20240119|AEMD|1947|4|2573|Q,N
20240119|AENT|10567|1391|19915|Q,N
20240119|AEO|516037|2602|1062961|Q,N
20240119|AEON|4447|0|11320|B,Q,N
20240119|AEP|509928|177|1395895|B,Q,N
20240119|AER|169405|14|312658|B,Q,N
20240119|AERT|11177|235|28369|Q,N
20240119|AES|1027568|12558|1923251|B,Q,N
20240119|AESC|1413|0|1641|Q,N
20240119|AESI|99742|250|295367|Q,N
20240119|AESR|241|0|26278|Q
20240119|AETH|4480|0|4874|Q,N
20240119|AEVA|437996|47069|643675|Q,N
20240119|AEVA/WS|6369|0|14119|Q
20240119|AEY|1188|0|1550|Q
20240119|AEYE|11926|33|28521|B,Q,N
20240119|AEZS|10501|0|16069|Q
20240119|AFAR|1|0|4|Q
20240119|AFB|4260|0|16857|Q
20240119|AFBI|453|0|454|Q
20240119|AFCG|15081|70|30785|Q,N
20240119|AFG|32811|248|58168|B,Q,N
20240119|AFGB|1520|0|2372|Q,N
20240119|AFGC|1590|0|3002|Q
20240119|AFGD|1663|0|2613|Q
20240119|AFGE|1729|0|2460|Q
20240119|AFIB|46911|6823|114997|Q,N
20240119|AFIF|19100|0|26258|Q,N
20240119|AFJKU|1|0|1|Q
20240119|AFK|20|18|1829|Q
20240119|AFL|232491|41|364913|B,Q,N
20240119|AFMD|233915|87|421236|Q,N
20240119|AFRI|241|0|3120|Q
20240119|AFRM|3943365|13375|6280411|B,Q,N
20240119|AFT|41749|0|56984|Q,N
20240119|AFTY|1|0|5|Q
20240119|AFYA|24433|0|47680|Q,N
