Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20230315|A|309484|8|546893|B,Q,N
20230315|AA|1554874|27599|3508472|B,Q,N
20230315|AAA|800|0|1291|Q
20230315|AAAU|874225|525|1468304|Q,N
20230315|AAC|1001|46|9137|Q,N
20230315|AACG|3900|0|6662|Q
20230315|AACIW|1000|0|1000|Q
20230315|AAC/WS|175|0|7395|Q,N
20230315|AADI|17758|0|48814|B,Q,N
20230315|AADR|52|0|225|Q,N
20230315|AAIC|21337|2311|54404|B,Q,N
20230315|AAICpC|500|0|2500|Q
20230315|AAIN|2500|0|2918|Q
20230315|AAL|9326837|15664|15140879|B,Q,N
20230315|AAMC|7822|0|11854|Q,N
20230315|AAME|2799|7|8051|Q,N
20230315|AAMpA|5047|100|10260|Q,N
20230315|AAMpB|6607|600|10525|B,Q,N
20230315|AAN|37267|177|71187|Q,N
20230315|AAOI|60032|159|112719|Q,N
20230315|AAON|125916|0|154175|B,Q,N
20230315|AAP|169296|154|513055|B,Q,N
20230315|AAPB|12|0|381|Q,N
20230315|AAPD|19348|0|57782|Q,N
20230315|AAPL|10431356|116350|23269880|B,Q,N
20230315|AAPU|6917|0|29326|Q,N
20230315|AAT|80786|0|290274|B,Q,N
20230315|AAU|165677|4|224966|Q,N
20230315|AAWW|360742|29|1015871|Q,N
20230315|AAXJ|43551|401|177495|Q,N
20230315|AB|79723|3501|175361|B,Q,N
20230315|ABB|157252|101|309139|Q,N
20230315|ABBV|506560|3725|1168569|B,Q,N
20230315|ABC|239422|49|306679|B,Q,N
20230315|ABCB|95088|0|435237|B,Q,N
20230315|ABCL|186494|2019|387495|Q,N
20230315|ABCM|67233|0|455243|Q,N
20230315|ABEO|26403|249|41580|B,Q,N
20230315|ABEQ|5464|0|8616|Q,N
20230315|ABEV|1601255|8643|3295124|B,Q,N
20230315|ABG|56397|0|83140|B,Q,N
20230315|ABIO|8295|3|21970|Q,N
20230315|ABM|118964|3|143974|Q,N
20230315|ABNB|1365865|10494|2285669|B,Q,N
20230315|ABOS|30070|36|52638|Q,N
20230315|ABR|1620906|22198|3817545|B,Q,N
20230315|ABRpD|8805|0|15577|Q,N
20230315|ABRpE|10385|0|40295|Q,N
20230315|ABRpF|2006|0|10434|Q,N
20230315|ABSI|61163|0|125304|Q,N
20230315|ABST|17218|77|40088|Q,N
20230315|ABT|390260|3749|1695309|B,Q,N
20230315|ABUS|101543|0|332456|Q,N
20230315|ABVC|7482|0|18204|Q,N
20230315|AC|425|0|962|Q
20230315|ACA|139984|0|414484|B,Q,N
20230315|ACAD|271835|0|502787|B,Q,N
20230315|ACAH|1277|0|2683|Q
20230315|ACAQ|1|0|4|Q
20230315|ACAXW|100|0|200|Q
20230315|ACB|2278011|46676|4081502|B,Q,N
20230315|ACCD|121089|0|158845|Q,N
20230315|ACCO|39306|0|113226|B,Q,N
20230315|ACDC|73442|351|220078|Q,N
20230315|ACEL|13308|0|26439|Q,N
20230315|ACER|29425|0|63301|Q,N
20230315|ACES|14323|51|38205|Q,N
20230315|ACET|96961|0|132948|Q,N
20230315|ACGL|341391|56|712049|B,Q,N
20230315|ACGLN|5883|0|13592|Q,N
20230315|ACGLO|1442|0|8415|Q,N
20230315|ACGN|6034|0|10164|B,Q,N
20230315|ACHC|94132|7|204512|B,Q,N
20230315|ACHL|36682|250|81452|B,Q,N
20230315|ACHR|323550|14530|810501|B,Q,N
20230315|ACHV|21755|0|30970|Q,N
20230315|ACI|233176|52|716583|Q,N
20230315|ACIO|5755|0|14776|Q,N
20230315|ACIU|8897|0|14411|Q,N
20230315|ACIW|44019|0|96531|Q,N
20230315|ACLS|79057|31|148836|B,Q,N
20230315|ACLX|60878|1|117814|B,Q,N
20230315|ACM|528986|429|756833|B,Q,N
20230315|ACMR|121396|3895|220110|Q,N
20230315|ACN|538597|890|1358272|B,Q,N
20230315|ACNB|1922|0|27057|Q,N
20230315|ACNT|849|0|4867|B,Q,N
20230315|ACON|167|0|316|Q
20230315|ACOR|51879|954|90786|Q,N
20230315|ACP|44775|0|208324|Q,N
20230315|ACPpA|1196|0|1296|Q,N
20230315|ACR|2109|0|5544|Q,N
20230315|ACRE|290328|1339|450682|B,Q,N
20230315|ACRpC|394|0|3102|Q,N
20230315|ACRpD|3261|0|4659|Q,N
20230315|ACRS|55344|1428|146008|B,Q,N
20230315|ACRV|23625|1|37139|Q,N
20230315|ACRX|325204|28212|661472|B,Q,N
20230315|ACSI|4|0|6|Q
20230315|ACST|18373|0|45004|Q,N
20230315|ACT|19137|0|31464|Q,N
20230315|ACTG|20720|50|57508|Q,N
20230315|ACTV|1168|0|3985|Q,N
20230315|ACU|532|0|3454|Q,N
20230315|ACV|14306|0|21194|Q,N
20230315|ACVA|63308|0|129105|Q,N
20230315|ACVF|429|0|964|Q,N
20230315|ACWI|131791|0|448463|Q,N
20230315|ACWV|9092|0|127481|Q,N
20230315|ACWX|160143|0|620436|B,Q,N
20230315|ACXP|16473|422|27259|Q,N
20230315|ADAG|2431|0|5018|Q
20230315|ADAL|7551|0|7551|Q
20230315|ADAP|134689|4501|241180|B,Q,N
20230315|ADBE|504773|5511|1303454|B,Q,N
20230315|ADC|138957|205|218231|Q,N
20230315|ADCpA|1816|0|1828|Q,N
20230315|ADCT|79601|3|237434|B,Q,N
20230315|ADD|35210|3106|109571|B,Q,N
20230315|ADEA|61319|32|103691|Q,N
20230315|ADER|12|0|32|Q
20230315|ADES|5476|64|23065|Q,N
