Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20230224|A|402|0|544|B
20230224|AA|3785|0|5801|B
20230224|AAAU|22|0|22|B
20230224|AADI|20|0|120|B
20230224|AAIC|5499|0|6599|B
20230224|AAL|11695|0|18589|B
20230224|AAMC|173|0|173|B
20230224|AAP|164|0|371|B
20230224|AAPL|49627|0|78760|B
20230224|AAPU|5|0|7|B
20230224|AAWW|37|0|207|B
20230224|ABBV|3933|0|4370|B
20230224|ABC|66|0|111|B
20230224|ABCL|61|0|831|B
20230224|ABEV|1393|0|1485|B
20230224|ABG|10|0|35|B
20230224|ABNB|27347|0|47622|B
20230224|ABR|7498|0|9148|B
20230224|ABT|3121|0|4047|B
20230224|ABUS|100|0|3200|B
20230224|ACA|183|0|191|B
20230224|ACB|1009|0|3254|B
20230224|ACCO|4500|0|4500|B
20230224|ACDC|400|0|455|B
20230224|ACGL|352|0|2418|B
20230224|ACHL|800|0|1600|B
20230224|ACI|400|0|2400|B
20230224|ACIU|500|0|500|B
20230224|ACLS|125|0|326|B
20230224|ACLX|50|0|50|B
20230224|ACM|100|0|291|B
20230224|ACMR|3227|0|9821|B
20230224|ACN|591|0|707|B
20230224|ACP|1200|0|2300|B
20230224|ACRE|80|0|180|B
20230224|ACRV|1500|0|2029|B
20230224|ACT|30|0|30|B
20230224|ACV|6|0|6|B
20230224|ACVA|247|0|457|B
20230224|ACXP|200|0|200|B
20230224|ADAP|10300|0|13900|B
20230224|ADBE|14856|0|21722|B
20230224|ADC|111|0|125|B
20230224|ADI|2153|0|3044|B
20230224|ADM|280|0|1242|B
20230224|ADMA|200|0|600|B
20230224|ADP|338|0|341|B
20230224|ADSE|2|0|2|B
20230224|ADSK|5136|0|8047|B
20230224|ADTH|100|0|900|B
20230224|ADTN|100|0|1274|B
20230224|ADXN|505|0|605|B
20230224|AEG|10|0|10|B
20230224|AEHR|701|0|7789|B
20230224|AEL|921|0|921|B
20230224|AEM|621|0|1151|B
20230224|AEO|174|0|728|B
20230224|AEP|251|0|252|B
20230224|AES|1400|0|1400|B
20230224|AEVA|16700|0|24000|B
20230224|AEYE|210|0|610|B
20230224|AFCG|65|0|665|B
20230224|AFL|1|0|1|B
20230224|AFRM|24948|0|38640|B
20230224|AFT|100|0|375|B
20230224|AFYA|60|0|104|B
20230224|AG|23087|0|53212|B
20230224|AGBA|2872|0|2872|B
20230224|AGCO|835|0|1013|B
20230224|AGEN|812|0|1312|B
20230224|AGFY|100|0|100|B
20230224|AGG|1609|0|2907|B
20230224|AGL|303|0|303|B
20230224|AGM|700|0|1500|B
20230224|AGNC|58782|0|91390|B
20230224|AGQ|103|0|203|B
20230224|AGR|1|0|1|B
20230224|AGRI|100|0|100|B
20230224|AGRO|100|0|7400|B
20230224|AHCO|477|0|477|B
20230224|AHT|7|0|7|B
20230224|AI|30275|0|57335|B
20230224|AIA|1|0|9|B
20230224|AIF|80|0|80|B
20230224|AIG|298|0|499|B
20230224|AIQ|1|0|1|B
20230224|AIRS|1016|0|1016|B
20230224|AIT|19|0|26|B
20230224|AIZ|231|0|431|B
20230224|AJG|110|0|163|B
20230224|AJRD|100|0|100|B
20230224|AKA|23|0|23|B
20230224|AKAM|493|0|930|B
20230224|AKAN|4500|0|22449|B
20230224|AKBA|18200|0|44000|B
20230224|AKRO|1950|0|1960|B
20230224|AKTS|11|0|11|B
20230224|AKU|54|0|54|B
20230224|AL|769|0|779|B
20230224|ALB|1508|0|4418|B
20230224|ALBO|100|0|100|B
20230224|ALBT|600|0|600|B
20230224|ALC|200|0|200|B
20230224|ALE|30|0|30|B
20230224|ALG|130|0|407|B
20230224|ALGM|400|0|788|B
20230224|ALGN|297|0|503|B
20230224|ALGS|800|0|800|B
20230224|ALK|4273|0|4618|B
20230224|ALKT|100|0|100|B
20230224|ALL|798|0|898|B
20230224|ALLY|460|0|2062|B
20230224|ALNY|124|0|484|B
20230224|ALRM|2420|0|2510|B
20230224|ALRS|3|0|13|B
20230224|ALSN|130|0|205|B
20230224|ALTR|1401|0|1476|B
20230224|ALV|100|0|967|B
20230224|ALVO|200|0|200|B
20230224|AMAM|14242|0|32530|B
20230224|AMAT|760|0|2380|B
20230224|AMBA|27|0|229|B
20230224|AMBC|1300|0|1972|B
20230224|AMC|31792|0|56817|B
20230224|AMD|36789|0|96227|B
20230224|AMED|19|0|127|B
20230224|AMG|19|0|20|B
20230224|AMGN|561|0|1242|B
20230224|AMH|300|0|300|B
20230224|AMK|355|0|2901|B
20230224|AMKR|400|0|400|B
20230224|AMLI|2400|0|3300|B
20230224|AMLP|3500|0|3500|B
20230224|AMLX|83|0|83|B
20230224|AMN|19|0|21|B
20230224|AMOM|2|0|2|B
20230224|AMP|250|0|264|B
20230224|AMPL|1044|0|1072|B
20230224|AMPS|100|0|800|B
20230224|AMR|425|0|504|B
20230224|AMRC|219|0|219|B
20230224|AMRK|100|0|100|B
20230224|AMRN|2070|0|2070|B
20230224|AMRS|15230|0|24830|B
20230224|AMST|200|0|300|B
20230224|AMT|262|0|693|B
20230224|AMTX|1200|0|1223|B
20230224|AMV|5320|0|9700|B
20230224|AMWD|200|0|400|B
20230224|AMWL|7300|0|15200|B
20230224|AMZA|300|0|302|B
20230224|AMZD|500|0|502|B
20230224|AMZN|42881|0|95152|B
20230224|AMZU|70|0|513|B
20230224|AN|5347|0|5377|B
20230224|ANDE|1000|0|1100|B
20230224|ANET|972|0|1539|B
20230224|ANF|477|0|678|B
20230224|ANPC|100|0|238|B
20230224|ANSS|625|0|663|B
20230224|ANVS|100|0|100|B
20230224|AOMR|140|0|193|B
20230224|AON|200|0|300|B
20230224|APA|50|0|821|B
20230224|APD|523|0|579|B
20230224|APE|115865|0|164285|B
20230224|APG|200|0|360|B
20230224|APLE|20|0|20|B
20230224|APLS|765|0|2935|B
20230224|APLT|4900|0|4900|B
20230224|APO|301|0|1601|B
20230224|APP|1200|0|3069|B
20230224|APPN|200|0|371|B
20230224|APPS|618|0|2009|B
20230224|APRE|208|0|258|B
20230224|APT|117|0|117|B
20230224|APTV|158|0|486|B
20230224|AQN|30|0|1295|B
20230224|AR|15692|0|18931|B
20230224|ARAV|510|0|2760|B
20230224|ARBE|5357|0|6050|B
20230224|ARBK|7|0|107|B
20230224|ARC|900|0|1586|B
20230224|ARCC|2100|0|3585|B
20230224|ARCH|205|0|891|B
20230224|ARCT|573|0|1893|B
20230224|ARE|6|0|115|B
20230224|AREC|1300|0|2297|B
20230224|ARES|160|0|160|B
20230224|ARGT|33|0|33|B
20230224|ARHS|1529|0|7488|B
20230224|ARKK|63114|0|111788|B
20230224|ARKW|13|0|213|B
20230224|ARMK|27|0|27|B
20230224|ARNC|454|0|700|B
20230224|AROC|1101|0|1101|B
20230224|ARQQ|4898|0|15998|B
20230224|ARQT|90|0|191|B
20230224|ARR|2584|0|2687|B
20230224|ARRY|1801|0|5977|B
20230224|ARTNA|2|0|62|B
20230224|ARVL|3300|0|3900|B
20230224|ARVN|200|0|240|B
20230224|ARWR|800|0|800|B
20230224|ASAI|300|0|334|B
20230224|ASAN|3743|0|6741|B
20230224|ASC|96|0|284|B
20230224|ASG|100|0|100|B
20230224|ASGN|282|0|421|B
20230224|ASH|180|0|180|B
20230224|ASHR|10852|0|15228|B
20230224|ASMB|600|0|2000|B
20230224|ASML|1471|0|3961|B
20230224|ASO|463|0|593|B
20230224|ASR|4|0|44|B
20230224|ASRT|710|0|1010|B
20230224|ASST|100|0|100|B
20230224|ASTL|8200|0|9911|B
20230224|ASTS|100|0|3112|B
20230224|ASX|900|0|1100|B
20230224|ASXC|1737|0|1737|B
20230224|ATAI|2100|0|2600|B
20230224|ATAT|300|0|1320|B
20230224|ATEX|900|0|900|B
20230224|ATGE|100|0|100|B
20230224|ATHM|350|0|350|B
20230224|ATI|100|0|576|B
20230224|ATKR|264|0|1614|B
20230224|ATLC|42|0|42|B
20230224|ATLX|12023|0|24554|B
20230224|ATNI|10|0|10|B
20230224|ATO|65|0|65|B
20230224|ATSG|4142|0|8597|B
20230224|ATUS|4740|0|35785|B
20230224|ATVI|461|0|4604|B
20230224|ATXI|4400|0|5251|B
20230224|AU|982|0|1982|B
20230224|AUDC|32|0|32|B
20230224|AUPH|600|0|1000|B
20230224|AUR|915|0|1015|B
20230224|AUTL|914|0|3134|B
20230224|AUY|29|0|530|B
20230224|AVB|6|0|264|B
20230224|AVDL|4525|0|9249|B
20230224|AVDV|61|0|161|B
20230224|AVDX|500|0|1350|B
20230224|AVGO|811|0|1423|B
20230224|AVID|200|0|200|B
20230224|AVPT|6500|0|6800|B
20230224|AVRO|4800|0|6579|B
20230224|AVTA|1|0|162|B
20230224|AVTR|200|0|200|B
20230224|AVTX|208|0|208|B
20230224|AVUV|4|0|4|B
20230224|AWIN|5086|0|10860|B
20230224|AWK|7509|0|7628|B
20230224|AWR|6|0|6|B
20230224|AWRE|100|0|100|B
20230224|AXNX|11|0|11|B
20230224|AXON|32|0|167|B
20230224|AXP|244|0|718|B
20230224|AXSM|535|0|2923|B
20230224|AXTA|100|0|150|B
20230224|AXTI|100|0|100|B
20230224|AY|22|0|22|B
20230224|AYX|469|0|1610|B
20230224|AZEK|243|0|243|B
20230224|AZN|112|0|943|B
20230224|AZO|13|0|26|B
20230224|AZPN|98|0|98|B
20230224|AZRE|2228|0|2237|B
20230224|AZTA|700|0|800|B
20230224|BA|32408|0|56034|B
20230224|BABA|72416|0|150258|B
20230224|BAC|12318|0|25345|B
20230224|BAER|38895|0|89029|B
20230224|BAH|1|0|1|B
20230224|BALL|261|0|286|B
20230224|BALY|302|0|302|B
20230224|BANC|412|0|812|B
20230224|BAND|1543|0|4334|B
20230224|BAP|10|0|10|B
20230224|BARK|2122|0|2172|B
20230224|BAX|50|0|120|B
20230224|BB|3535|0|12260|B
20230224|BBAI|4184|0|10593|B
20230224|BBAR|25223|0|28132|B
20230224|BBBY|74290|0|129408|B
20230224|BBD|11824|0|333874|B
20230224|BBDC|9435|0|10045|B
20230224|BBH|2|0|2|B
20230224|BBIG|13600|0|13600|B
20230224|BBIO|100|0|100|B
20230224|BBN|1100|0|1100|B
20230224|BBVA|100|0|100|B
20230224|BBY|2414|0|2689|B
20230224|BC|101|0|101|B
20230224|BCC|2000|0|7642|B
20230224|BCE|15|0|15|B
20230224|BCI|20|0|20|B
20230224|BCOV|700|0|1600|B
20230224|BCRX|180|0|289|B
20230224|BCS|3|0|15|B
20230224|BCX|399|0|599|B
20230224|BDN|4000|0|10870|B
20230224|BDRY|1470|0|1870|B
20230224|BDTX|100|0|100|B
20230224|BDX|130|0|377|B
20230224|BE|150|0|1986|B
20230224|BEAM|372|0|2273|B
20230224|BECN|257|0|475|B
20230224|BEKE|1600|0|18012|B
20230224|BELFB|13|0|120|B
20230224|BEN|113|0|181|B
20230224|BEP|10|0|124|B
20230224|BEPC|549|0|581|B
20230224|BEPH|28|0|28|B
20230224|BF/B|100|0|100|B
20230224|BFH|221|0|421|B
20230224|BFI|100|0|100|B
20230224|BFLY|4468|0|4528|B
