Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20240208|A|172|0|357|B
20240208|AA|1225|0|3225|B
20240208|AAAU|2516|0|2556|B
20240208|AACG|200|0|200|B
20240208|AADI|200|0|2600|B
20240208|AAL|7465|0|12826|B
20240208|AAOI|3233|0|15266|B
20240208|AAON|1950|0|3926|B
20240208|AAP|3649|0|6702|B
20240208|AAPL|26190|0|51363|B
20240208|AAPU|1|0|254|B
20240208|AAT|107|0|107|B
20240208|AAXJ|120|0|146|B
20240208|ABAT|205|0|205|B
20240208|ABBV|730|0|2022|B
20240208|ABCB|10|0|11|B
20240208|ABEO|500|0|2100|B
20240208|ABEV|360|0|360|B
20240208|ABG|1593|0|1593|B
20240208|ABIO|1500|0|1600|B
20240208|ABM|105|0|204|B
20240208|ABNB|7662|0|12892|B
20240208|ABOS|216|0|217|B
20240208|ABR|19554|0|22075|B
20240208|ABSI|5718|0|6037|B
20240208|ABT|494|0|634|B
20240208|ABUS|1610|0|3160|B
20240208|ACAD|500|0|520|B
20240208|ACB|17643|0|18943|B
20240208|ACCD|200|0|200|B
20240208|ACET|1400|0|9570|B
20240208|ACGL|8|0|1062|B
20240208|ACHR|1810|0|2277|B
20240208|ACI|2820|0|3620|B
20240208|ACIC|200|0|200|B
20240208|ACIU|200|0|200|B
20240208|ACLS|2435|0|6754|B
20240208|ACMR|1850|0|8472|B
20240208|ACN|471|0|505|B
20240208|ACON|700|0|764|B
20240208|ACR|60|0|60|B
20240208|ACRE|2265|0|2265|B
20240208|ACRS|2561|0|23261|B
20240208|ACRV|86|0|136|B
20240208|ACTG|474|0|574|B
20240208|ACU|43|0|83|B
20240208|ACV|937|0|937|B
20240208|ACWI|10|0|10|B
20240208|ADAG|200|0|200|B
20240208|ADBE|7961|0|13953|B
20240208|ADC|74|0|171|B
20240208|ADCT|400|0|3400|B
20240208|ADI|1730|0|2056|B
20240208|ADM|28|0|3589|B
20240208|ADNT|100|0|100|B
20240208|ADP|1662|0|1817|B
20240208|ADPT|500|0|500|B
20240208|ADSK|491|0|555|B
20240208|ADTN|1300|0|1300|B
20240208|ADUS|35|0|35|B
20240208|ADVM|6580|0|30370|B
20240208|AEE|227|0|237|B
20240208|AEHL|503|0|703|B
20240208|AEHR|1243|0|5146|B
20240208|AEIS|220|0|320|B
20240208|AEO|92|0|387|B
20240208|AEON|1|0|1|B
20240208|AEP|1165|0|1165|B
20240208|AER|83|0|190|B
20240208|AERT|400|0|400|B
20240208|AES|300|0|1100|B
20240208|AEY|1147|0|1678|B
20240208|AEYE|141|0|341|B
20240208|AFB|1100|0|1100|B
20240208|AFCG|200|0|200|B
20240208|AFG|120|0|142|B
20240208|AFL|473|0|973|B
20240208|AFRM|33657|0|87610|B
20240208|AG|6704|0|6929|B
20240208|AGCO|170|0|227|B
20240208|AGEN|300|0|300|B
20240208|AGFY|200|0|300|B
20240208|AGG|653|0|769|B
20240208|AGGH|20|0|20|B
20240208|AGIO|50|0|50|B
20240208|AGL|220|0|2120|B
20240208|AGNC|1773|0|7720|B
20240208|AGO|21|0|41|B
20240208|AGR|500|0|500|B
20240208|AGRI|2880|0|3410|B
20240208|AGRX|1100|0|1200|B
20240208|AGX|198|0|246|B
20240208|AHH|1160|0|1160|B
20240208|AHR|4100|0|4100|B
20240208|AHT|2400|0|2400|B
20240208|AI|16607|0|23108|B
20240208|AIF|180|0|180|B
20240208|AIG|100|0|116|B
20240208|AIM|1535|0|4335|B
20240208|AIO|84|0|84|B
20240208|AIR|60|0|68|B
20240208|AIRE|1446|0|8384|B
20240208|AIRG|100|0|260|B
20240208|AIRS|996|0|1082|B
20240208|AIT|13|0|13|B
20240208|AIXI|600|0|3300|B
20240208|AIZ|21|0|145|B
20240208|AJG|87|0|160|B
20240208|AJX|3330|0|4830|B
20240208|AKAM|381|0|701|B
20240208|AKAN|600|0|600|B
20240208|AKRO|30|0|538|B
20240208|AKTS|8239|0|8451|B
20240208|AL|20|0|20|B
20240208|ALAR|274|0|795|B
20240208|ALB|2404|0|3749|B
20240208|ALC|423|0|455|B
20240208|ALDX|400|0|410|B
20240208|ALE|8|0|8|B
20240208|ALEC|50|0|50|B
20240208|ALG|20|0|20|B
20240208|ALGM|100|0|407|B
20240208|ALGN|1350|0|2938|B
20240208|ALHC|504|0|504|B
20240208|ALIM|60|0|60|B
20240208|ALIT|2300|0|7600|B
20240208|ALL|211|0|2346|B
20240208|ALLE|275|0|301|B
20240208|ALLK|8|0|1558|B
20240208|ALLO|440|0|629|B
20240208|ALLY|217|0|2518|B
20240208|ALNT|100|0|848|B
20240208|ALNY|210|0|360|B
20240208|ALPN|8306|0|9372|B
20240208|ALRM|106|0|106|B
20240208|ALSN|365|0|715|B
20240208|ALT|1017|0|6353|B
20240208|ALTG|434|0|634|B
20240208|ALTM|950|0|4960|B
20240208|ALTR|830|0|837|B
20240208|ALV|500|0|500|B
20240208|ALXO|380|0|5269|B
20240208|ALYA|83|0|83|B
20240208|ALZN|400|0|400|B
20240208|AM|200|0|1700|B
20240208|AMAT|3836|0|8428|B
20240208|AMBA|1867|0|2532|B
20240208|AMC|11074|0|26629|B
20240208|AMCR|31005|0|32745|B
20240208|AMCX|600|0|600|B
20240208|AMD|97984|0|226102|B
20240208|AMDY|1725|0|3135|B
20240208|AMGN|3165|0|5462|B
20240208|AMIX|100|0|200|B
