Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20220503|A|671|0|671|B
20220503|AA|6335|0|11033|B
20220503|AAL|19933|0|41523|B
20220503|AAMC|100|0|131|B
20220503|AAN|90|0|110|B
20220503|AAP|95|0|215|B
20220503|AAPL|97893|0|134903|B
20220503|AAWW|45|0|1725|B
20220503|AB|55|0|75|B
20220503|ABBV|6872|0|7714|B
20220503|ABC|169|0|1153|B
20220503|ABCB|72|0|72|B
20220503|ABCL|3700|0|12849|B
20220503|ABEV|5329|0|15968|B
20220503|ABIO|25|0|25|B
20220503|ABMD|3|0|4|B
20220503|ABNB|41360|0|78029|B
20220503|ABR|652|0|2527|B
20220503|ABRpE|200|0|200|B
20220503|ABT|324|0|1373|B
20220503|ABUS|355|0|1155|B
20220503|ABVC|100|0|100|B
20220503|AC|100|0|200|B
20220503|ACB|862|0|5643|B
20220503|ACC|200|0|200|B
20220503|ACCD|1223|0|8613|B
20220503|ACER|100|0|252|B
20220503|ACEV|206|0|1032|B
20220503|ACGL|198|0|538|B
20220503|ACHR|6310|0|7315|B
20220503|ACI|80|0|104|B
20220503|ACIU|200|0|200|B
20220503|ACLS|1067|0|1077|B
20220503|ACLX|140|0|140|B
20220503|ACM|210|0|210|B
20220503|ACMR|400|0|3249|B
20220503|ACN|676|0|852|B
20220503|ACON|323|0|3926|B
20220503|ACRE|600|0|600|B
20220503|ACWI|224|0|224|B
20220503|ADBE|939|0|1496|B
20220503|ADC|209|0|239|B
20220503|ADES|110|0|110|B
20220503|ADGI|20|0|320|B
20220503|ADI|296|0|1136|B
20220503|ADM|776|0|2501|B
20220503|ADMA|1200|0|1791|B
20220503|ADN|500|0|1600|B
20220503|ADNT|458|0|800|B
20220503|ADP|148|0|589|B
20220503|ADPT|100|0|1200|B
20220503|ADSK|1655|0|1868|B
20220503|ADT|700|0|700|B
20220503|AEE|99|0|292|B
20220503|AEHL|2600|0|3600|B
20220503|AEI|2260|0|25160|B
20220503|AEIS|30|0|30|B
20220503|AEL|200|0|578|B
20220503|AEM|1903|0|7735|B
20220503|AEO|2200|0|6018|B
20220503|AEP|981|0|1224|B
20220503|AER|245|0|245|B
20220503|AERC|2664|0|3923|B
20220503|AEVA|1125|0|3525|B
20220503|AEY|1|0|1|B
20220503|AFCG|400|0|500|B
20220503|AFI|500|0|600|B
20220503|AFIB|2|0|2322|B
20220503|AFK|1|0|126|B
20220503|AFL|245|0|1223|B
20220503|AFMD|518|0|7018|B
20220503|AFRM|26564|0|53386|B
20220503|AG|2723|0|12363|B
20220503|AGCO|3648|0|5464|B
20220503|AGEN|2002|0|2002|B
20220503|AGG|928|0|2148|B
20220503|AGI|600|0|5640|B
20220503|AGIO|200|0|200|B
20220503|AGL|1|0|1|B
20220503|AGM|10|0|10|B
20220503|AGMH|100|0|120|B
20220503|AGNC|5857|0|42233|B
20220503|AGNCP|100|0|100|B
20220503|AGQ|154|0|254|B
20220503|AGR|297|0|343|B
20220503|AGRI|216|0|1420|B
20220503|AGRO|486|0|1520|B
20220503|AGRX|1570|0|15620|B
20220503|AHH|1400|0|1408|B
20220503|AHI|100|0|100|B
20220503|AHLpD|100|0|100|B
20220503|AI|4997|0|8884|B
20220503|AIA|400|0|400|B
20220503|AIG|1693|0|3790|B
20220503|AIHS|1200|0|1200|B
20220503|AIMC|95|0|105|B
20220503|AINV|100|0|1800|B
20220503|AIO|40|0|40|B
20220503|AIRR|160|0|160|B
20220503|AIRS|400|0|1050|B
20220503|AIT|285|0|285|B
20220503|AIZ|143|0|154|B
20220503|AJG|86|0|86|B
20220503|AKAM|156|0|198|B
20220503|AKAN|800|0|800|B
20220503|AKBA|100|0|100|B
20220503|AKTS|460|0|660|B
20220503|ALB|748|0|870|B
20220503|ALBO|400|0|400|B
20220503|ALC|300|0|300|B
20220503|ALDX|1140|0|1140|B
20220503|ALGN|15337|0|15631|B
20220503|ALGT|39|0|57|B
20220503|ALINpA|300|0|300|B
20220503|ALINpB|244|0|244|B
20220503|ALK|581|0|868|B
20220503|ALL|9|0|756|B
20220503|ALLG|270|0|376|B
